sex;age;agegr;placesize;region;edu;eduspec;socprof;unempdur;income;marital;mmarr;ymarr;msepdiv;ysepdiv;ls;depress;trust;trustfam;trustneigh;sport;nofriend;smoke;nociga;alcabuse;alcsol;workab;wkabdur;wkabint;wkabintdur;emcc;englang;height;weight;bmi
MALE;26;25-34;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;-8;-8;SINGLE;NA;NA;NA;NA;MIXED;3;IT`S DIFFICULT TO TELL;NO;NO;YES;50;NO;-8;NO;NO;YES;36;NO;NA;NA;NONE;180;90;27.777777777777775
FEMALE;67;65+;RURAL AREAS;Podkarpackie;POST-SECONDARY OR HIGHER;liberal arts;RETIRED;0;1880;MARRIED;8;1968;NA;NA;MOSTLY SATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;8;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;65;26.037493991347535
MALE;30;25-34;RURAL AREAS;Wielkopolskie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;-8;2420;MARRIED;6;2007;NA;NA;MIXED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;YES;15;YES;NO;NO;-8;NO;NA;NA;NONE;165;60;22.03856749311295
MALE;39;35-44;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PUBLIC SECTOR;-8;3000;MARRIED;5;1992;NA;NA;PLEASED;0;IT`S DIFFICULT TO TELL;YES;YES;YES;5;NO;-8;YES;NO;NO;-8;NO;NA;NA;NONE;180;90;27.777777777777775
FEMALE;70;65+;URBAN 500,000 AND OVER;Mazowieckie;SECONDARY;art;RETIRED;0;1448;WIDOWED;NA;NA;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;5;YES;5;NO;NO;NO;-8;NO;NA;NA;PASSIVE;168;74;26.218820861678008
FEMALE;55;45-59;URBAN BELOW 20,000;Zachodnio-pomorskie;SECONDARY;production and processing;EMPLOYED IN PUBLIC SECTOR;0;2400;WIDOWED;2;1977;3;2010;MOSTLY SATISFIED;7;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;75;25.95155709342561
FEMALE;48;45-59;URBAN BELOW 20,000;Wielkopolskie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;0;1200;MARRIED;9;1984;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;3;YES;15;NO;NO;NO;-8;NO;NA;NA;NONE;164;58;21.564544913741823
MALE;35;35-44;URBAN 20,000-100,000;Pomorskie;POST-SECONDARY OR HIGHER;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;0;15000;MARRIED;9;2006;NA;NA;PLEASED;3;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;1;NO;-8;NO;NO;YES;32;YES, TO EU COUNTRY;LESS THAN 1 YEAR;GERMANY;ACTIVE;177;74;23.620287912158062
FEMALE;78;65+;URBAN 100,000-200,000;Slaskie;PRIMARY/NO EDUCATION;no specialisation;LONG-TERM SICK/DISABLED;24;-8;WIDOWED;NA;NA;NA;NA;MIXED;NA;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;65;26.037493991347535
MALE;46;45-59;URBAN 500,000 AND OVER;Mazowieckie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PUBLIC SECTOR;-8;3500;MARRIED;10;1985;NA;NA;PLEASED;0;IT`S DIFFICULT TO TELL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;172;80;27.041644131963228
MALE;50;45-59;URBAN BELOW 20,000;Mazowieckie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;LONG-TERM SICK/DISABLED;0;560;SINGLE;NA;NA;NA;NA;MOSTLY DISSATISFIED;8;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;190;80;22.1606648199446
MALE;44;35-44;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;production and processing;FARMER;0;300;MARRIED;8;1990;NA;NA;MIXED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;169;104;36.41329085116068
FEMALE;18;16-24;RURAL AREAS;Slaskie;SECONDARY;no specialisation;PUPIL OR STUDENT;-8;-8;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;3;NO;-8;NO;NO;NA;-8;NO;NA;NA;ACTIVE;171;54;18.467220683287167
FEMALE;32;25-34;URBAN BELOW 20,000;Kujawsko-pomorskie;SECONDARY;social sciences;OTHER ECONOMICALLY INACTIVE;0;NA;MARRIED;9;2007;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;4;YES;7;NO;NO;NO;-8;NO;NA;NA;PASSIVE;165;80;29.384756657483933
FEMALE;56;45-59;RURAL AREAS;Malopolskie;SECONDARY;no specialisation;FARMER;-8;1700;MARRIED;7;1974;NA;NA;MIXED;3;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;176;88;28.40909090909091
MALE;62;60-64;RURAL AREAS;Warminsko-mazurskie;PRIMARY/NO EDUCATION;no specialisation;LONG-TERM SICK/DISABLED;0;750;MARRIED;9;1970;NA;NA;MIXED;9;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;5;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;167;70;25.099501595611173
FEMALE;29;25-34;URBAN 20,000-100,000;Zachodnio-pomorskie;SECONDARY;no specialisation;EMPLOYED IN PRIVATE SECTOR;0;1300;MARRIED;4;1999;NA;NA;PLEASED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;20;YES;10;NO;NO;NO;-8;NO;NA;NA;PASSIVE;170;95;32.871972318339104
FEMALE;39;35-44;RURAL AREAS;Wielkopolskie;VOCATIONAL/GRAMMAR;NA;EMPLOYED IN PUBLIC SECTOR;0;900;WIDOWED;1;1991;8;2005;PLEASED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;86;33.59374999999999
MALE;56;45-59;RURAL AREAS;Mazowieckie;PRIMARY/NO EDUCATION;no specialisation;EMPLOYED IN PRIVATE SECTOR;0;1500;MARRIED;9;1978;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;20;YES;20;YES;NO;NO;-8;NO;NA;NA;NONE;176;70;22.59814049586777
FEMALE;61;60-64;URBAN 200,000-500,000;Lubuskie;SECONDARY;no specialisation;RETIRED;24;1800;MARRIED;10;1971;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;15;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;164;83;30.859607376561577
FEMALE;61;60-64;URBAN 100,000-200,000;Mazowieckie;SECONDARY;technical science;RETIRED;0;800;MARRIED;10;1977;NA;NA;DELIGHTED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;15;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;162;58;22.10028959000152
FEMALE;86;65+;RURAL AREAS;Opolskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;24;800;WIDOWED;6;1945;12;2007;MOSTLY SATISFIED;10;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;40;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;150;50;22.22222222222222
MALE;52;45-59;URBAN BELOW 20,000;Opolskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PUBLIC SECTOR;0;1500;MARRIED;10;1990;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;LESS THAN 1 YEAR;GERMANY;NONE;170;73;25.25951557093426
FEMALE;51;45-59;URBAN BELOW 20,000;Dolnoslaskie;VOCATIONAL/GRAMMAR;technical science;OTHER ECONOMICALLY INACTIVE;24;520;MARRIED;6;1988;NA;NA;MOSTLY DISSATISFIED;6;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;2;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;170;80;27.68166089965398
MALE;24;16-24;RURAL AREAS;Malopolskie;SECONDARY;technical science;EMPLOYED IN PRIVATE SECTOR;-8;-8;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;180;76;23.456790123456788
MALE;54;45-59;URBAN BELOW 20,000;Mazowieckie;VOCATIONAL/GRAMMAR;production and processing;UNEMPLOYED;4;7000;MARRIED;8;1980;NA;NA;MIXED;11;ONE CAN`T BE TOO CAREFUL;NO;NO OPINION;YES;20;YES;30;YES;NO;YES;4;YES, TO EU COUNTRY;IT DEPENDS;BELGIUM;NONE;182;100;30.189590629151066
MALE;75;65+;URBAN 100,000-200,000;Mazowieckie;SECONDARY;technical science;RETIRED;0;1700;MARRIED;4;1959;NA;NA;MOSTLY SATISFIED;5;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NA;168;83;29.40759637188209
FEMALE;70;65+;URBAN 20,000-100,000;Zachodnio-pomorskie;SECONDARY;production and processing;RETIRED;0;1050;MARRIED;5;1965;NA;NA;PLEASED;9;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;154;80;33.732501264968796
FEMALE;40;35-44;URBAN 20,000-100,000;Podlaskie;SECONDARY;no specialisation;EMPLOYED IN PRIVATE SECTOR;-8;1400;MARRIED;5;1992;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;33;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;60;22.308149910767405
MALE;30;25-34;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;production and processing;EMPLOYED IN PRIVATE SECTOR;-8;1500;MARRIED;9;2005;NA;NA;MOSTLY SATISFIED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;6;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;176;80;25.826446280991735
FEMALE;35;35-44;URBAN 20,000-100,000;Zachodnio-pomorskie;POST-SECONDARY OR HIGHER;biological sciences;EMPLOYED IN PUBLIC SECTOR;0;2000;MARRIED;4;2006;NA;NA;PLEASED;2;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;11;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;172;80;27.041644131963228
MALE;50;45-59;URBAN 200,000-500,000;Wielkopolskie;SECONDARY;technical science;EMPLOYED IN PRIVATE SECTOR;-8;3000;MARRIED;6;1988;NA;NA;PLEASED;5;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;173;77;25.727555214006482
MALE;19;16-24;RURAL AREAS;Lodzkie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;0;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;17;NO;-8;NO;NO;NA;-8;NO;NA;NA;ACTIVE;185;70;20.45288531775018
FEMALE;43;35-44;RURAL AREAS;Swietokrzyskie;SECONDARY;agriculture, forestry, fishing;FARMER;-8;1700;MARRIED;8;1990;NA;NA;PLEASED;6;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;5;NO;-8;NO;YES;NO;-8;NO;NA;NA;NONE;162;80;30.48315805517451
FEMALE;41;35-44;URBAN 20,000-100,000;Podlaskie;POST-SECONDARY OR HIGHER;liberal arts;EMPLOYED IN PUBLIC SECTOR;-8;2100;SINGLE;NA;NA;NA;NA;PLEASED;3;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;21;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;168;50;17.71541950113379
MALE;55;45-59;URBAN BELOW 20,000;Opolskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;EMPLOYED IN PRIVATE SECTOR;0;1300;MARRIED;11;1983;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;84;30.85399449035813
FEMALE;43;35-44;RURAL AREAS;Lodzkie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;1000;WIDOWED;8;1989;1;2009;MOSTLY DISSATISFIED;8;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;82;30.487804878048784
MALE;51;45-59;RURAL AREAS;Slaskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;FARMER;0;2500;MARRIED;9;1980;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;10;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;180;83;25.61728395061728
FEMALE;76;65+;URBAN BELOW 20,000;Zachodnio-pomorskie;SECONDARY;no specialisation;RETIRED;-8;800;MARRIED;11;1958;NA;NA;DELIGHTED;7;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;62;24.83576349943919
FEMALE;36;35-44;URBAN 20,000-100,000;Lubelskie;SECONDARY;production and processing;EMPLOYED IN PRIVATE SECTOR;-8;1000;MARRIED;9;1999;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;4;YES;1;NO;NO;NO;-8;NO;NA;NA;PASSIVE;165;70;25.71166207529844
FEMALE;29;25-34;RURAL AREAS;Pomorskie;SECONDARY;services for the population and transport services;UNEMPLOYED;5;500;MARRIED;9;2004;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;168;70;24.801587301587304
FEMALE;55;45-59;URBAN 100,000-200,000;Wielkopolskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;OTHER ECONOMICALLY INACTIVE;18;NA;MARRIED;12;1978;NA;NA;PLEASED;9;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;156;73;29.996712689020377
MALE;27;25-34;URBAN 500,000 AND OVER;Malopolskie;POST-SECONDARY OR HIGHER;technical science;EMPLOYED IN PRIVATE SECTOR;-8;1900;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;179;77;24.031709372366656
FEMALE;27;25-34;RURAL AREAS;Warminsko-mazurskie;SECONDARY;technical science;OTHER ECONOMICALLY INACTIVE;-8;NA;MARRIED;4;2007;NA;NA;MOSTLY SATISFIED;8;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;162;63;24.005486968449926
FEMALE;50;45-59;URBAN 500,000 AND OVER;Dolnoslaskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;6;1500;DIVORCED;3;1979;NA;1990;MIXED;3;IT`S DIFFICULT TO TELL;YES;NO;YES;4;YES;20;NO;NO;NO;-8;YES, TO EU COUNTRY;LESS THAN 1 TO 2 YEARS;GERMANY;NONE;156;96;39.44773175542406
FEMALE;24;16-24;URBAN 100,000-200,000;Slaskie;POST-SECONDARY OR HIGHER;social sciences;PUPIL OR STUDENT;-8;1000;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;10;NO;-8;NO;NO;NA;-8;YES, TO EU COUNTRY;MORE THAN 2 YEARS;GERMANY;ACTIVE;170;65;22.49134948096886
FEMALE;63;60-64;RURAL AREAS;Kujawsko-pomorskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;1500;MARRIED;8;1971;NA;NA;MOSTLY SATISFIED;13;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;3;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;150;50;22.22222222222222
MALE;30;25-34;URBAN BELOW 20,000;Podkarpackie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;-8;1400;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;2;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;YES;3;NO;NA;NA;PASSIVE;175;80;26.122448979591837
FEMALE;59;45-59;URBAN 100,000-200,000;Lubuskie;POST-SECONDARY OR HIGHER;liberal arts;RETIRED;24;1392;MARRIED;1;1979;NA;NA;MIXED;8;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;85;34.049030604069856
FEMALE;25;25-34;URBAN 20,000-100,000;Lubelskie;POST-SECONDARY OR HIGHER;liberal arts;EMPLOYED IN PUBLIC SECTOR;4;1500;SINGLE;NA;NA;NA;NA;PLEASED;4;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;7;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;168;61;21.612811791383223
FEMALE;55;45-59;URBAN 100,000-200,000;Kujawsko-pomorskie;POST-SECONDARY OR HIGHER;healthcare;EMPLOYED IN PUBLIC SECTOR;0;2300;MARRIED;8;1978;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;156;89;36.571334648257725
FEMALE;44;35-44;URBAN 200,000-500,000;Dolnoslaskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;1600;MARRIED;10;1992;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;4;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;170;80;27.68166089965398
FEMALE;56;45-59;RURAL AREAS;Swietokrzyskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;EMPLOYED IN PUBLIC SECTOR;-8;1000;MARRIED;8;1974;NA;NA;PLEASED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;75;29.296874999999993
FEMALE;48;45-59;URBAN 500,000 AND OVER;Wielkopolskie;SECONDARY;agriculture, forestry, fishing;EMPLOYED IN PUBLIC SECTOR;0;1500;MARRIED;8;1989;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;3;YES;7;NO;NO;NO;-8;NO;NA;NA;NONE;160;63;24.609374999999996
FEMALE;24;16-24;RURAL AREAS;Lubelskie;SECONDARY;services for the population and transport services;OTHER ECONOMICALLY INACTIVE;-8;1000;MARRIED;6;2008;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;2;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;IT DEPENDS;DENMARK;ACTIVE;170;54;18.68512110726644
MALE;24;16-24;RURAL AREAS;Malopolskie;SECONDARY;technical science;EMPLOYED IN PRIVATE SECTOR;2;1800;SINGLE;NA;NA;NA;NA;MOSTLY DISSATISFIED;3;IT`S DIFFICULT TO TELL;NO;NO;NO;10;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;LESS THAN 1 TO 2 YEARS;GERMANY;PASSIVE;170;80;27.68166089965398
MALE;46;45-59;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PUBLIC SECTOR;-8;1500;MARRIED;6;1989;NA;NA;PLEASED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;168;97;34.36791383219955
FEMALE;36;35-44;URBAN 500,000 AND OVER;Lodzkie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PRIVATE SECTOR;0;1500;SINGLE;NA;NA;NA;NA;PLEASED;0;MOST PEOPLE CAN BE TRUSTED;YES;NO;YES;30;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;56;21.874999999999996
FEMALE;18;16-24;RURAL AREAS;Warminsko-mazurskie;SECONDARY;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;DELIGHTED;0;IT`S DIFFICULT TO TELL;YES;YES;NO;2;NO;-8;NO;NO;NA;-8;NO;NA;NA;ACTIVE;189;69;19.31636852271773
MALE;27;25-34;RURAL AREAS;Pomorskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;1076;MARRIED;8;2009;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;1;YES;20;NO;NO;YES;1;YES, TO EU COUNTRY;LESS THAN 1 YEAR;GERMANY;NONE;180;80;24.691358024691358
FEMALE;19;16-24;URBAN BELOW 20,000;Wielkopolskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;0;-8;SINGLE;NA;NA;NA;NA;PLEASED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;8;NO;-8;NO;NO;NA;-8;NO;NA;NA;NONE;164;80;29.744199881023206
FEMALE;34;25-34;URBAN BELOW 20,000;Mazowieckie;POST-SECONDARY OR HIGHER;social sciences;SELF-EMPLOYED;0;8255;MARRIED;8;2009;NA;NA;PLEASED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;12;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;166;52;18.870663376397157
FEMALE;53;45-59;URBAN 200,000-500,000;Lubuskie;SECONDARY;physical sciences;EMPLOYED IN PUBLIC SECTOR;-8;1200;MARRIED;2;1979;NA;NA;MIXED;9;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;73;27.141582391433676
MALE;66;65+;URBAN 200,000-500,000;Slaskie;POST-SECONDARY OR HIGHER;technical science;RETIRED;0;3000;MARRIED;9;1972;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;175;84;27.428571428571427
FEMALE;62;60-64;URBAN 100,000-200,000;Podkarpackie;VOCATIONAL/GRAMMAR;production and processing;RETIRED;24;1000;MARRIED;12;1969;NA;NA;PLEASED;7;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;78;26.989619377162633
FEMALE;51;45-59;RURAL AREAS;Podkarpackie;SECONDARY;agriculture, forestry, fishing;FARMER;0;800;MARRIED;6;1983;NA;NA;MOSTLY SATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;156;53;21.7784352399737
FEMALE;76;65+;RURAL AREAS;Lodzkie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;1100;WIDOWED;6;1955;6;2004;MIXED;10;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;65;25.390624999999996
MALE;38;35-44;RURAL AREAS;Podlaskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;FARMER;-8;800;MARRIED;9;1994;NA;NA;MOSTLY SATISFIED;2;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;8;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;187;80;22.877405702193368
FEMALE;37;35-44;URBAN 100,000-200,000;Zachodnio-pomorskie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PRIVATE SECTOR;-8;4200;DE FACTO SEPARATED;6;1997;NA;2009;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;164;60;22.308149910767405
MALE;38;35-44;RURAL AREAS;Swietokrzyskie;VOCATIONAL/GRAMMAR;technical science;FARMER;-8;600;MARRIED;6;1996;NA;NA;MIXED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;0;YES;40;NO;NO;NO;-8;NO;NA;NA;NONE;176;86;27.763429752066116
MALE;52;45-59;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;technical science;UNEMPLOYED;24;NA;SINGLE;NA;NA;NA;NA;MIXED;1;IT`S DIFFICULT TO TELL;YES;NO OPINION;YES;5;NO;20;NO;NO;NO;-8;NO;NA;NA;NONE;163;67;25.21735857578381
FEMALE;56;45-59;URBAN 500,000 AND OVER;Wielkopolskie;SECONDARY;production and processing;OTHER ECONOMICALLY INACTIVE;24;NA;MARRIED;11;1979;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;3;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;152;56;24.238227146814403
MALE;57;45-59;URBAN 100,000-200,000;Swietokrzyskie;VOCATIONAL/GRAMMAR;production and processing;OTHER ECONOMICALLY INACTIVE;24;860;MARRIED;10;1975;NA;NA;MOSTLY SATISFIED;2;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;175;75;24.489795918367346
FEMALE;43;35-44;URBAN 100,000-200,000;Lubuskie;POST-SECONDARY OR HIGHER;pedagogics;EMPLOYED IN PUBLIC SECTOR;0;2300;MARRIED;4;1990;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;8;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;60;23.437499999999996
MALE;23;16-24;RURAL AREAS;Slaskie;SECONDARY;agriculture, forestry, fishing;PUPIL OR STUDENT;0;NA;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;20;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;181;85;25.945483959586092
FEMALE;65;65+;URBAN 20,000-100,000;Kujawsko-pomorskie;VOCATIONAL/GRAMMAR;physical sciences;LONG-TERM SICK/DISABLED;-8;4200;WIDOWED;6;1966;8;2007;PLEASED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;72;26.44628099173554
MALE;50;45-59;RURAL AREAS;Kujawsko-pomorskie;SECONDARY;no specialisation;EMPLOYED IN PUBLIC SECTOR;-8;2000;MARRIED;6;1982;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;170;70;24.221453287197235
MALE;35;35-44;RURAL AREAS;Slaskie;VOCATIONAL/GRAMMAR;technical science;UNEMPLOYED;4;600;MARRIED;10;1997;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;3;YES;10;NO;NO;YES;6;YES, TO EU COUNTRY;IT DEPENDS;NA;NONE;180;96;29.629629629629626
